q_id,topic_id,question_text,option_A,option_B,option_C,option_D,correct_option,difficulty,source
K7E10_01,E10_Dem_va_tinh_theo_dieu_kien,COUNTIF dùng để,Đếm số ô thỏa một điều kiện,Đếm mọi ô,Đếm kí tự,Đếm biểu đồ,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 10
K7E10_02,E10_Dem_va_tinh_theo_dieu_kien,SUMIF dùng để,Tính tổng các ô thỏa điều kiện,Đổi phông chữ,Tạo biểu đồ,Gộp ô,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 10
K7E10_03,E10_Dem_va_tinh_theo_dieu_kien,AVERAGEIF dùng để,Tính trung bình các ô thỏa điều kiện,Chèn hình,In trang,Đổi tên Sheet,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 10
K7E10_04,E10_Dem_va_tinh_theo_dieu_kien,Phần tiêu chí trong COUNTIF có thể là gì,Chuỗi điều kiện như lớn hơn 8 hoặc bằng Nam,Số trang in,Định dạng nền,Âm thanh,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 10
K7E10_05,E10_Dem_va_tinh_theo_dieu_kien,Hàm nào đếm nhiều điều kiện,COUNTIFS,COUNTIF,SUM,MAX,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 10
K7E10_06,E10_Dem_va_tinh_theo_dieu_kien,Vì sao SUMIF hữu ích cho báo cáo lớp,Giúp tổng hợp nhanh theo tiêu chí như theo lớp hoặc theo giới,Giúp đổi nền,Giúp chèn nhạc,Giúp gộp ô,B.,Thông hiểu,Tin 7 – Chủ đề E – Bài 10
K7E10_07,E10_Dem_va_tinh_theo_dieu_kien,COUNTIF khác COUNT ở điểm nào,COUNTIF có điều kiện còn COUNT đếm ô có số,COUNT luôn theo điều kiện,COUNT để vẽ biểu đồ,COUNTIF chỉ cho văn bản,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 10
K7E10_08,E10_Dem_va_tinh_theo_dieu_kien,AVERAGEIF cần lưu ý điều gì,Kết quả chỉ tính các ô đáp ứng điều kiện,Luôn tính mọi ô,Chỉ tính văn bản,Chỉ tính ngày tháng,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 10
K7E10_09,E10_Dem_va_tinh_theo_dieu_kien,COUNTIFS phù hợp khi,Đếm với nhiều tiêu chí đồng thời,Đếm ngẫu nhiên,Đếm hình ảnh,Đếm biểu đồ,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 10
K7E10_10,E10_Dem_va_tinh_theo_dieu_kien,Tính tổng Điểm TB của học sinh lớp 7A dùng,SUMIF Phạm vi lớp 7A Phạm vi điểm,COUNTIF Phạm vi lớp 7A,MAXIF Phạm vi lớp,AVERAGEIF lớp 7A,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 10
K7E10_11,E10_Dem_va_tinh_theo_dieu_kien,Đếm số bạn có Điểm TB lớn hơn 8 dùng,COUNTIF Phạm vi điểm lớn hơn 8,SUMIF Phạm vi điểm lớn hơn 8,AVERAGEIF Phạm vi điểm lớn hơn 8,COUNTIFS không điều kiện,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 10
K7E10_12,E10_Dem_va_tinh_theo_dieu_kien,Tính trung bình Điểm TB của Nam dùng,AVERAGEIF Phạm vi giới Nam Phạm vi điểm,COUNTIF Nam,MAXIF Nam,SUMIF Nam,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 10
K7E11_01,E11_Dia_chi_tuong_doi_tuyet_doi,Địa chỉ tương đối là gì,Địa chỉ thay đổi khi sao chép công thức,Địa chỉ luôn cố định,Địa chỉ của trang tính,Địa chỉ của biểu đồ,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 11
K7E11_02,E11_Dia_chi_tuong_doi_tuyet_doi,Địa chỉ tuyệt đối là gì,Địa chỉ cố định với kí hiệu đô la,Địa chỉ di động,Địa chỉ của sổ tính,Địa chỉ của hàng tiêu đề,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 11
K7E11_03,E11_Dia_chi_tuong_doi_tuyet_doi,Kí hiệu thường dùng để cố định địa chỉ là gì,Dấu đô la đặt trước cột và hàng,Chữ hoa,Khoảng trắng,Dấu chấm phẩy,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 11
K7E11_04,E11_Dia_chi_tuong_doi_tuyet_doi,Ví dụ địa chỉ tuyệt đối đúng,$A$1,A1,$A1,A$1,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 11
K7E11_05,E11_Dia_chi_tuong_doi_tuyet_doi,Địa chỉ hỗn hợp là gì,Cố định một phần cột hoặc hàng,Không có cố định,Chỉ cho văn bản,Chỉ cho số,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 11
K7E11_06,E11_Dia_chi_tuong_doi_tuyet_doi,Vì sao cần tuyệt đối khi nhân với một hằng số,Để mọi hàng đều tham chiếu cùng một ô hằng số,Để đổi màu nền,Để in nhanh,Để gộp ô,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 11
K7E11_07,E11_Dia_chi_tuong_doi_tuyet_doi,Phím tắt chuyển nhanh giữa các kiểu địa chỉ khi sửa công thức,F4,Ctrl C,F2,Alt Tab,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 11
K7E11_08,E11_Dia_chi_tuong_doi_tuyet_doi,Địa chỉ tương đối phù hợp khi nào,Khi muốn sao chép công thức theo hàng và cột, Khi cố định một ô, Khi đặt tiêu đề, Khi in,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 11
K7E11_09,E11_Dia_chi_tuong_doi_tuyet_doi,Địa chỉ hỗn hợp có dạng,$A1 hoặc A$1,$A$1 hoặc A1,A1 A2,$B$1 A2,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 11
K7E11_10,E11_Dia_chi_tuong_doi_tuyet_doi,Tính tiền với thuế cố định tại ô B1 nên dùng,Nhân với $B$1 trong công thức,Nhân với B1 để tự thay đổi,Chỉ cộng số 1,Chỉ trừ 1,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 11
K7E11_11,E11_Dia_chi_tuong_doi_tuyet_doi,Chấm công nhân viên nhân với mức lương giờ cố định tại C2 nên dùng,Địa chỉ tuyệt đối $C$2 trong công thức,Địa chỉ tương đối C2,Địa chỉ hỗn hợp C$2,Chỉ điền tay,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 11
K7E11_12,E11_Dia_chi_tuong_doi_tuyet_doi,Dùng địa chỉ hỗn hợp khi,Muốn giữ cột cố định nhưng hàng thay đổi,Muốn cố định cả cột và hàng,Muốn thay đổi cả hai,Muốn đổi màu nền,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 11
K7E12_01,E12_Sap_xep_loc_nang_cao,Sắp xếp nhiều khóa nghĩa là,Sắp theo tiêu chí thứ nhất rồi đến tiêu chí tiếp theo,Sắp ngẫu nhiên,Chỉ sắp một cột,Chỉ lọc,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 12
K7E12_02,E12_Sap_xep_loc_nang_cao,Lọc nâng cao cho phép,Lọc theo nhiều điều kiện và phạm vi tiêu chí,Chỉ lọc một điều kiện,Chỉ lọc theo màu,Chỉ ẩn cột,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 12
K7E12_03,E12_Sap_xep_loc_nang_cao,Bộ lọc theo màu thuộc nhóm nào,Filter theo định dạng,Filter theo âm thanh,Filter theo ảnh,Filter theo biểu đồ,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 12
K7E12_04,E12_Sap_xep_loc_nang_cao,Lọc theo văn bản chứa cụm từ sử dụng,Điều kiện chứa cụm từ trong cột văn bản,Điều kiện bằng số,Điều kiện ngày nhỏ hơn,Điều kiện rỗng,B.,Nhận biết,Tin 7 – Chủ đề E – Bài 12
K7E12_05,E12_Sap_xep_loc_nang_cao,Chức năng Sort A to Z tương ứng,Sắp tăng dần,Sắp giảm dần,Ẩn hàng,Ẩn cột,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 12
K7E12_06,E12_Sap_xep_loc_nang_cao,Vì sao nên kiểm tra dữ liệu trùng trước khi sắp xếp,Để kết quả sắp xếp và lọc chính xác,Để đổi nền,Để gộp ô,Để chèn hình,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 12
K7E12_07,E12_Sap_xep_loc_nang_cao,Lọc theo ngày tháng cần lưu ý,Định dạng cột ngày đúng kiểu ngày,Đổi phông,Đổi trang,Đổi tên Sheet,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 12
K7E12_08,E12_Sap_xep_loc_nang_cao,Tại sao thêm khóa sắp xếp thứ hai,Để phân loại sâu hơn khi khóa đầu trùng,Để in nhanh,Để chèn âm thanh,Để tăng dung lượng,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 12
K7E12_09,E12_Sap_xep_loc_nang_cao,Điều kiện lọc nhiều tiêu chí dùng,Custom Filter hoặc Advanced Filter,AutoSum,Merge Cells,Wrap Text,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 12
K7E12_10,E12_Sap_xep_loc_nang_cao,Xếp theo Lớp rồi theo Tên giảm dần cách làm,Thêm hai mức Sort Lớp sau đó Tên giảm dần,Chỉ Sort theo Tên,Chỉ Filter theo Lớp,Chỉ đổi màu,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 12
K7E12_11,E12_Sap_xep_loc_nang_cao,Lọc danh sách điểm lớn hơn 8 và thuộc lớp 7A,COUNTIFS trong cột lớp và cột điểm hoặc dùng Filter hai điều kiện,SUMIF lớp và điểm,AVERAGEIF lớp,MAX lớp,B.,Vận dụng,Tin 7 – Chủ đề E – Bài 12
K7E12_12,E12_Sap_xep_loc_nang_cao,Lọc theo văn bản chứa Tin học trong cột Môn,Áp dụng Text Filter Contains Tin học,Áp dụng Number Filter,Áp dụng Date Filter,Áp dụng Color Filter,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 12
K7E13_01,E13_Dinh_dang_co_dieu_kien,Định dạng có điều kiện là gì,Đổi định dạng tự động khi thỏa điều kiện,Đổi định dạng thủ công,Chỉ chèn ảnh,Chỉ in,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 13
K7E13_02,E13_Dinh_dang_co_dieu_kien,Thanh công cụ của chức năng này nằm ở,Nhóm Home,Nhóm Formulas,Nhóm View,Nhóm Review,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 13
K7E13_03,E13_Dinh_dang_co_dieu_kien,Biểu đồ dữ liệu trong ô là,Data Bars,Line Chart,Area Chart,Pie Chart,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 13
K7E13_04,E13_Dinh_dang_co_dieu_kien,Bộ biểu tượng dùng để,Làm nổi bật theo mức độ hoặc xu hướng,Chèn ảnh,In trang,Gộp ô,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 13
K7E13_05,E13_Dinh_dang_co_dieu_kien,Color Scale thể hiện,Phân màu theo giá trị nhỏ đến lớn,Đổi phông,Đổi tên Sheet,Đổi kích thước ô,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 13
K7E13_06,E13_Dinh_dang_co_dieu_kien,Vì sao định dạng có điều kiện hữu ích,Giúp nhìn nhanh điểm cao thấp và phát hiện ngoại lệ,Giúp in nhanh,Giúp chèn âm thanh,Giúp gộp ô,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 13
K7E13_07,E13_Dinh_dang_co_dieu_kien,Khác nhau giữa định dạng thường và định dạng có điều kiện,Lệ thuộc dữ liệu và thay đổi tự động,Luôn cố định,Chỉ áp dụng cho văn bản,Chỉ áp dụng cho ảnh,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 13
K7E13_08,E13_Dinh_dang_co_dieu_kien,Điều kiện kiểu Greater Than dùng để,Làm nổi bật ô lớn hơn giá trị đặt trước,Đổi tên cột,Ẩn hàng,Chèn biểu đồ,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 13
K7E13_09,E13_Dinh_dang_co_dieu_kien,Clear Rules dùng để,Gỡ toàn bộ quy tắc định dạng,In ngay,Gộp ô,Đổi nền,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 13
K7E13_10,E13_Dinh_dang_co_dieu_kien,Làm nổi bật các ô có điểm TB lớn hơn 8,Áp dụng Highlight Cells Rules Greater Than 8,Áp dụng Color Scale không điều kiện,Chỉ đổi phông,Chỉ in,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 13
K7E13_11,E13_Dinh_dang_co_dieu_kien,Đánh dấu top 10 phần trăm điểm cao nhất,Dùng Top Bottom Rules và chọn Top Ten Percent,Dùng Data Bars màu bất kì,Chỉ Sort tăng dần,Chỉ dùng COUNT,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 13
K7E13_12,E13_Dinh_dang_co_dieu_kien,Muốn hiện màu đỏ nếu điểm dưới 5 và xanh nếu từ 5 trở lên,Cài hai quy tắc với thứ tự ưu tiên phù hợp,Dùng SUMIF,In trang,Gộp ô,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 13
K7E14_01,E14_Bao_ve_chia_se,Bảo vệ trang tính dùng để,Ngăn chỉnh sửa ngoài ý muốn,Thay đổi kích thước giấy,Chèn âm thanh,Đổi phông,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 14
K7E14_02,E14_Bao_ve_chia_se,Bảo vệ sổ tính dùng để,Bảo vệ cấu trúc trang tính,Chỉ đổi màu nền,Chỉ ẩn cột,Chỉ in,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 14
K7E14_03,E14_Bao_ve_chia_se,Ẩn công thức nghĩa là,Không hiển thị công thức khi khóa ô,Đổi công thức,In công thức,Chèn công thức mẫu,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 14
K7E14_04,E14_Bao_ve_chia_se,Chia sẻ tệp là,Cho người khác xem hoặc sửa tùy quyền,Chỉ lưu nội bộ,Chỉ in ra giấy,Chỉ đổi tên,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 14
K7E14_05,E14_Bao_ve_chia_se,Quyền xem khác gì quyền sửa,Quyền xem không thay đổi dữ liệu còn quyền sửa có thể chỉnh,Không khác nhau,Chỉ khác tên,Chỉ khác màu,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 14
K7E14_06,E14_Bao_ve_chia_se,Vì sao nên đặt mật khẩu mạnh cho tệp,Để bảo vệ dữ liệu quan trọng,Để tệp nặng hơn,Để in nhanh,Để gộp ô,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 14
K7E14_07,E14_Bao_ve_chia_se,Khóa ô chỉ có tác dụng khi,Trang tính đã bật bảo vệ,Trang tính đang ẩn,Trang tính đang in,Trang tính đang vẽ,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 14
K7E14_08,E14_Bao_ve_chia_se,Chia sẻ liên kết chỉ xem phù hợp khi,Nộp báo cáo để giáo viên xem,Nhờ bạn sửa trực tiếp,Chèn biểu đồ,Đổi tên Sheet,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 14
K7E14_09,E14_Bao_ve_chia_se,Theo dõi thay đổi dùng để,Ghi nhận ai đã chỉnh sửa nội dung,Đổi nền,In nhanh,Ẩn hàng,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 14
K7E14_10,E14_Bao_ve_chia_se,Giao bài tập nhóm qua bảng tính nên,Chia sẻ quyền phù hợp và đặt thời hạn rõ ràng,Đăng công khai không kiểm soát,Chỉ gửi ảnh màn hình,Không đặt tên tệp,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 14
K7E14_11,E14_Bao_ve_chia_se,Muốn cho phép nhập điểm tại một vùng mà khóa phần khác,Bỏ khóa vùng nhập điểm rồi bật bảo vệ trang tính,Khóa toàn bộ và không cho nhập,Chỉ đổi màu vùng,Chỉ gộp ô,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 14
K7E14_12,E14_Bao_ve_chia_se,Khi chia sẻ cần giữ an toàn dữ liệu cá nhân bằng cách,Không công khai thông tin nhạy cảm và chỉ chia sẻ cho đúng người,Đăng toàn bộ công khai,Đính kèm mật khẩu trong nội dung,Chia sẻ qua nhóm lạ,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 14
K7E15_01,E15_Thuc_hanh_tong_hop,Mục tiêu bài thực hành tổng hợp là,Hoàn thiện bảng và công thức và biểu đồ và in báo cáo,Chỉ đọc lí thuyết,Chỉ chèn ảnh,Chỉ đổi nền,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 15
K7E15_02,E15_Thuc_hanh_tong_hop,Bước chuẩn bị trước khi làm báo cáo,Chuẩn hóa dữ liệu và đặt tiêu đề,Chỉ mở tệp mới,Chỉ chèn âm thanh,Chỉ đổi phông,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 15
K7E15_03,E15_Thuc_hanh_tong_hop,Phần kết quả cần có những gì,Bảng dữ liệu sạch công thức đúng biểu đồ phù hợp,Chỉ biểu đồ,Chỉ dữ liệu thô,Chỉ tiêu đề,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 15
K7E15_04,E15_Thuc_hanh_tong_hop,Trang in hợp lí cần,Canh lề và tiêu đề trang rõ ràng,Chữ siêu nhỏ,Không xem trước,Không ghi nguồn,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 15
K7E15_05,E15_Thuc_hanh_tong_hop,Bố cục tốt thể hiện,Khối dữ liệu và tiêu đề và biểu đồ rõ ràng,Chỉ nhiều màu,Chỉ phông lạ,Chỉ ảnh nền,A.,Nhận biết,Tin 7 – Chủ đề E – Bài 15
K7E15_06,E15_Thuc_hanh_tong_hop,Vì sao cần kiểm dữ liệu bị trống hoặc trùng,Để công thức và biểu đồ cho kết quả đúng,Để tệp nặng hơn,Để in nhanh,Để đổi nền,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 15
K7E15_07,E15_Thuc_hanh_tong_hop,Lí do phải ghi nguồn dữ liệu,Đảm bảo minh bạch khi báo cáo,Để đổi tên Sheet,Để gộp ô,Để chèn nhạc,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 15
K7E15_08,E15_Thuc_hanh_tong_hop,Khi so sánh lớp 7A 7B 7C nên làm,Chọn biểu đồ cột và đặt tiêu đề dễ hiểu,Chọn pie cho từng bạn,Chọn biểu đồ không trục,Chỉ ghi văn bản,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 15
K7E15_09,E15_Thuc_hanh_tong_hop,Hoàn tất báo cáo cần,Kiểm tra số liệu và công thức và định dạng có điều kiện,Chỉ kiểm tra tiêu đề,Chỉ kiểm tra màu,Chỉ kiểm tra in,A.,Thông hiểu,Tin 7 – Chủ đề E – Bài 15
K7E15_10,E15_Thuc_hanh_tong_hop,Tình huống tính xếp loại dựa trên điểm TB dùng,IF hoặc IF lồng theo các mức,COUNTIF không điều kiện,SUM không điều kiện,MAX đơn thuần,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 15
K7E15_11,E15_Thuc_hanh_tong_hop,Tình huống lọc học sinh có điểm TB từ 8 trở lên và thuộc 7A dùng,Filter hai điều kiện hoặc COUNTIFS,AVERAGEIF lớp,MAX lớp,MIN lớp,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 15
K7E15_12,E15_Thuc_hanh_tong_hop,Nộp sản phẩm đúng quy định cần,Lưu đúng tên định dạng xem trước rồi in hoặc chia sẻ quyền phù hợp,Chỉ chụp ảnh màn hình,Không ghi nguồn,Chia sẻ công khai không kiểm soát,A.,Vận dụng,Tin 7 – Chủ đề E – Bài 15
